field.header.seq,%time,field.header.stamp,field.header.frame_id,field.voltage,field.current,field.charge,field.capacity,field.design_capacity,field.percentage,field.power_supply_status,field.power_supply_health,field.power_supply_technology,field.present,field.location,field.serial_number,%time,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8,%time,field.header.stamp,field.header.frame_id,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.magnetic_field_covariance0,field.magnetic_field_covariance1,field.magnetic_field_covariance2,field.magnetic_field_covariance3,field.magnetic_field_covariance4,field.magnetic_field_covariance5,field.magnetic_field_covariance6,field.magnetic_field_covariance7,field.magnetic_field_covariance8,%time,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w,%time,field.header.stamp,field.header.frame_id,field.fluid_pressure,field.variance,%time,field.header.stamp,field.header.frame_id,field.temperature,field.variance
123,1.5740698053104778e+18,1.5740698053102474e+18,,16.3029994965,-0.540000021458,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.57406980262086e+18,1.5740698026203533e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,-0.011,-0.006,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.3138128,0.08825985,9.77723005,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.5740698026208433e+18,1.5740698026203533e+18,base_link,114000.0,215000.0,-367000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5740698188048077e+18,1.5740698188044124e+18,map,3.90188884735,-1.27595853806,1.87395572662,0.0360919383097,-0.0204770756872,-0.19810101534,-0.979302838289,1.5740698026356165e+18,1.5740698026352113e+18,base_link,94243.7866211,0.0,1.574069802635599e+18,1.5740698026352113e+18,base_link,42.96,0.0
124,1.5740698056087224e+18,1.574069805608391e+18,,16.329000473,-1.65999996662,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.5740698028154184e+18,1.5740698028152164e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008,0.012,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.10787315,0.0588399,9.7870367,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.5740698028153917e+18,1.5740698028152164e+18,base_link,123000.0,213000.0,-374000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5740698190569564e+18,1.5740698190567176e+18,map,3.87420105934,-1.29077768326,1.87707185745,0.0297270611279,-0.0152864272189,-0.1924972022,-0.980728022504,1.574069802833414e+18,1.5740698028332252e+18,base_link,94247.8942871,0.0,1.574069802833415e+18,1.5740698028332252e+18,base_link,42.96,0.0
125,1.5740698059300756e+18,1.574069805929936e+18,,16.3180007935,-1.92999994755,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.574069803055342e+18,1.5740698030549276e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,-0.017,-0.002,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.3138128,0.0784532,9.7870367,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.57406980305533e+18,1.5740698030549276e+18,base_link,125000.0,209000.0,-372000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.574069819313372e+18,1.5740698193130145e+18,map,3.83399105072,-1.30276346207,1.87744724751,0.0178966277097,-0.0115538739843,-0.196363640428,-0.980299719183,1.574069803076297e+18,1.5740698030758477e+18,base_link,94245.9289551,0.0,1.5740698030762524e+18,1.5740698030758477e+18,base_link,42.96,0.0
126,1.5740698062695132e+18,1.574069806269239e+18,,16.2740001678,-2.25999999046,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.5740698032901768e+18,1.5740698032898642e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012,0.018,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0980665,0.06864655,9.80665,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.5740698032901501e+18,1.5740698032898642e+18,base_link,118000.0,212000.0,-367000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5740698196150838e+18,1.574069819614795e+18,map,3.82742404938,-1.32894659042,1.8754594326,0.00954463320468,-0.0217669671559,-0.202420675985,-0.979010198645,1.5740698033075546e+18,1.5740698033073738e+18,base_link,94245.1538086,0.0,1.5740698033075494e+18,1.5740698033073738e+18,base_link,42.96,0.0
127,1.5740698066634964e+18,1.5740698066631967e+18,,16.3159999847,-2.26999998093,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.5740698035314732e+18,1.574069803531093e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013,-0.015,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.1765197,0.0980665,9.7674234,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.5740698035314573e+18,1.574069803531093e+18,base_link,125000.0,214000.0,-358000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5740698199016384e+18,1.5740698199013181e+18,map,3.86346364021,-1.38490629196,1.87177217007,0.0054500428555,-0.0232778600532,-0.212777617908,-0.976808130383,1.5740698035441887e+18,1.574069803543831e+18,base_link,94246.4416504,0.0,1.5740698035441713e+18,1.574069803543831e+18,base_link,42.96,0.0
128,1.5740698069751217e+18,1.5740698069749883e+18,,16.3069992065,-2.68000006676,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.5740698037921787e+18,1.5740698037919903e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,0.021,-0.028,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0980665,0.08825985,9.80665,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.5740698037921567e+18,1.5740698037919903e+18,base_link,123000.0,210000.0,-364000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.574069820161468e+18,1.574069820161257e+18,map,3.878439188,-1.43233633041,1.87224674225,0.0070012090661,-0.0241577343435,-0.225117332253,-0.974006967974,1.5740698038151322e+18,1.574069803814891e+18,base_link,94244.921875,0.0,1.574069803815099e+18,1.574069803814891e+18,base_link,42.95,0.0
129,1.5740698072821473e+18,1.5740698072819732e+18,,16.2399997711,-2.65000009537,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.5740698040163044e+18,1.5740698040158625e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.03,-0.017,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.3334261,0.1372931,9.75761675,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.5740698040162598e+18,1.5740698040158625e+18,base_link,120000.0,209000.0,-369000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5740698204345172e+18,1.5740698204340928e+18,map,3.87536692619,-1.4339261055,1.87931144238,0.0181659342035,-0.0178911886518,-0.234023071696,-0.971896654031,1.5740698040258094e+18,1.5740698040253796e+18,base_link,94247.3754883,0.0,1.5740698040257833e+18,1.5740698040253796e+18,base_link,42.96,0.0
130,1.5740698076206548e+18,1.5740698076202516e+18,,16.3029994965,-2.97000002861,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.574069804256394e+18,1.5740698042562104e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.024,0.015,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.1765197,0.10787315,9.7870367,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.5740698042564224e+18,1.5740698042562104e+18,base_link,128000.0,210000.0,-360000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5740698206895286e+18,1.574069820689278e+18,map,3.85794472694,-1.42906904221,1.88101923466,0.0179060805852,-0.0239643583451,-0.239532641344,-0.970427326253,1.5740698042745697e+18,1.574069804274382e+18,base_link,94244.0673828,0.0,1.5740698042745526e+18,1.574069804274382e+18,base_link,42.96,0.0
131,1.5740698079514143e+18,1.574069807951215e+18,,16.2900009155,-2.50999999046,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.574069804487276e+18,1.5740698044869274e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.017,0.004,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.1372931,0.1176798,9.7870367,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.574069804487264e+18,1.5740698044869274e+18,base_link,120000.0,208000.0,-366000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.574069820940505e+18,1.574069820940083e+18,map,3.80840873718,-1.42794370651,1.87502586842,0.00404375207089,-0.0311595624017,-0.23983804518,-0.970304303724,1.5740698045088294e+18,1.574069804508433e+18,base_link,94246.6064453,0.0,1.574069804508783e+18,1.574069804508433e+18,base_link,42.96,0.0
132,1.5740698082880876e+18,1.5740698082877412e+18,,16.2369995117,-2.30999994278,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.5740698047706652e+18,1.5740698047704143e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,-0.035,0.016,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.32361945,0.0392266,9.7870367,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.5740698047706486e+18,1.5740698047704143e+18,base_link,122000.0,211000.0,-369000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5740698211998894e+18,1.5740698211997174e+18,map,3.80586576462,-1.48843336105,1.85324454308,-0.0195318679798,-0.029915963377,-0.247989042362,-0.968103804422,1.5740698047733962e+18,1.574069804773223e+18,base_link,94245.0622559,0.0,1.5740698047733786e+18,1.574069804773223e+18,base_link,42.96,0.0
133,1.5740698085781722e+18,1.574069808577788e+18,,16.3069992065,-2.11999988556,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.5740698049723738e+18,1.5740698049719846e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005,0.01,-1.2246467991500002e-18,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.22555295,0.10787315,9.83606995,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.5740698049723622e+18,1.5740698049719846e+18,base_link,121000.0,212000.0,-369000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.574069821460773e+18,1.574069821460381e+18,map,3.80532336235,-1.59896802902,1.84033548832,-0.0379581358799,-0.0251724901853,-0.257269043499,-0.965265851937,1.5740698049923372e+18,1.5740698049919155e+18,base_link,94246.0388184,0.0,1.5740698049923218e+18,1.5740698049919155e+18,base_link,42.96,0.0
134,1.5740698089118456e+18,1.5740698089116692e+18,,16.311000824,-2.45000004768,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.5740698052248113e+18,1.5740698052244938e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.026,0.001,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.34323275,0.12748645,9.77723005,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.5740698052248113e+18,1.5740698052244938e+18,base_link,130000.0,204000.0,-367000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5740698217183795e+18,1.5740698217181094e+18,map,3.79737925529,-1.71026468277,1.82285821438,-0.0504253061241,-0.0276013563731,-0.254052003944,-0.965480726333,1.5740698052256136e+18,1.5740698052253998e+18,base_link,94244.2138672,0.0,1.5740698052255772e+18,1.5740698052253998e+18,base_link,42.95,0.0
135,1.57406980923182e+18,1.57406980923142e+18,,16.3069992065,-2.5,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.5740698054526075e+18,1.574069805452349e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.011,-1.3471114790600001e-18,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.26477955,0.1372931,9.7870367,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.574069805452589e+18,1.574069805452349e+18,base_link,126000.0,204000.0,-363000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5740698219773092e+18,1.5740698219769275e+18,map,3.79332065582,-1.78215932846,1.805367589,-0.0539849703903,-0.031814077029,-0.243321649962,-0.96791945023,1.5740698054809034e+18,1.5740698054804667e+18,base_link,94246.697998,0.0,1.5740698054808184e+18,1.5740698054804667e+18,base_link,42.96,0.0
136,1.574069809619871e+18,1.5740698096195748e+18,,16.3059997559,-2.34999990463,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.5740698057151058e+18,1.5740698057147308e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028,-0.017,0.043,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.1569064,0.20593965,9.91452315,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.5740698057151242e+18,1.5740698057147308e+18,base_link,131000.0,209000.0,-364000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5740698222849876e+18,1.5740698222847693e+18,map,3.7905189991,-1.82544279099,1.79284954071,-0.0628460963393,-0.030240295456,-0.228046698923,-0.97114911101,1.5740698057328947e+18,1.5740698057326175e+18,base_link,94246.7224121,0.0,1.5740698057328556e+18,1.5740698057326175e+18,base_link,42.96,0.0
137,1.574069809919694e+18,1.5740698099194988e+18,,16.3120002747,-2.36999988556,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.5740698059572004e+18,1.5740698059569083e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.085,-0.095,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.4707192,-0.30400615,9.85568325,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.574069805957191e+18,1.5740698059569083e+18,base_link,130000.0,218000.0,-364000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5740698225602734e+18,1.574069822559976e+18,map,3.8002102375,-1.87586355209,1.77891230583,-0.0580775624102,-0.0350821122914,-0.231766930546,-0.970402149651,1.5740698059758433e+18,1.5740698059754324e+18,base_link,94246.4416504,0.0,1.5740698059758113e+18,1.5740698059754324e+18,base_link,42.96,0.0
138,1.5740698101906243e+18,1.5740698101902477e+18,,16.3169994354,-2.29999995232,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.5740698061732324e+18,1.5740698061728276e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017,-0.146,-0.085,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.06864655,-0.02941995,9.7870367,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.5740698061731873e+18,1.5740698061728276e+18,base_link,121000.0,216000.0,-369000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5740698228136773e+18,1.5740698228134804e+18,map,3.77635407448,-1.91001272202,1.76760327816,-0.0338432566093,-0.0263700469452,-0.241148191938,-0.96953948044,1.5740698061859776e+18,1.574069806185749e+18,base_link,94246.6308594,0.0,1.574069806185977e+18,1.574069806185749e+18,base_link,42.96,0.0
139,1.5740698104759155e+18,1.5740698104757335e+18,,16.2770004272,-2.31999993324,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.5740698064330012e+18,1.574069806432894e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.044,0.011,-0.026,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.02941995,0.00980665,10.2773692,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.574069806432995e+18,1.574069806432894e+18,base_link,103000.0,211000.0,-368000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5740698230546708e+18,1.574069823054298e+18,map,3.71823000908,-1.90805864334,1.74626588821,0.00200791954353,-0.0214270926332,-0.252457231222,-0.967368696188,1.5740698064426975e+18,1.5740698064425836e+18,base_link,94246.2463379,0.0,1.5740698064426924e+18,1.5740698064425836e+18,base_link,42.95,0.0
140,1.574069810789734e+18,1.5740698107893586e+18,,16.3120002747,-2.36999988556,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.5740698066782705e+18,1.5740698066778314e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.015,0.014,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0784532,-0.06864655,9.7478101,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.5740698066782684e+18,1.5740698066778314e+18,base_link,110000.0,218000.0,-365000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5740698233202363e+18,1.5740698233200271e+18,map,3.65915727615,-1.83649969101,1.71975016594,0.0280588145751,-0.0197519046984,-0.263632827759,-0.964012602259,1.5740698066927667e+18,1.5740698066925402e+18,base_link,94246.4294434,0.0,1.5740698066927572e+18,1.5740698066925402e+18,base_link,42.95,0.0
141,1.574069811133353e+18,1.574069811132964e+18,,16.263999939,-2.48000001907,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.5740698069221947e+18,1.5740698069219812e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,-0.077,-0.007,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.18632635,-0.0392266,9.54187045,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.5740698069221724e+18,1.5740698069219812e+18,base_link,108000.0,222000.0,-369000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5740698235972864e+18,1.574069823597072e+18,map,3.62810587883,-1.75679445267,1.70635461807,0.0314299847722,-0.0239802951248,-0.263703874185,-0.963793218612,1.574069806931748e+18,1.5740698069315348e+18,base_link,94244.9768066,0.0,1.5740698069317102e+18,1.5740698069315348e+18,base_link,42.96,0.0
142,1.5740698114113316e+18,1.5740698114111767e+18,,16.263999939,-2.34999990463,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.5740698071359e+18,1.574069807135448e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.125,-0.038,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.2549729,0.06864655,10.22833595,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.5740698071358223e+18,1.574069807135448e+18,base_link,105000.0,220000.0,-368000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5740698238532173e+18,1.57406982385301e+18,map,3.60920333862,-1.69742155075,1.67876517773,0.0136973780321,-0.0190561199678,-0.256372378514,-0.966293148926,1.5740698071432796e+18,1.5740698071429005e+18,base_link,94240.5700684,0.0,1.5740698071432622e+18,1.5740698071429005e+18,base_link,42.95,0.0
143,1.574069811705311e+18,1.574069811705012e+18,,16.3120002747,-2.29999995232,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.5740698073754335e+18,1.5740698073752591e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.055,-0.041,0.044,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0196133,0.04903325,9.7674234,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.5740698073754332e+18,1.5740698073752591e+18,base_link,111000.0,216000.0,-358000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5740698241217736e+18,1.5740698241210895e+18,map,3.57159757614,-1.63900709152,1.65235841274,-0.000666592619655,-0.0221283930752,-0.248933574164,-0.968267507215,1.5740698073845304e+18,1.5740698073843128e+18,base_link,94243.4204102,0.0,1.5740698073845046e+18,1.5740698073843128e+18,base_link,42.96,0.0
144,1.574069812045486e+18,1.5740698120453437e+18,,16.3090000153,-2.5,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.5740698076431045e+18,1.574069807642718e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,-0.01,1.2246467991500002e-18,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.1372931,-0.0980665,9.7085835,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.5740698076430948e+18,1.574069807642718e+18,base_link,103000.0,218000.0,-366000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5740698243746463e+18,1.574069824374348e+18,map,3.51143312454,-1.57574605942,1.63140308857,-0.0025478447146,-0.0217446683904,-0.241652643586,-0.970115806351,1.5740698076558108e+18,1.5740698076554058e+18,base_link,94241.6931152,0.0,1.574069807655806e+18,1.5740698076554058e+18,base_link,42.95,0.0
145,1.5740698123458112e+18,1.574069812345415e+18,,16.2630004883,-2.45000004768,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.5740698078563256e+18,1.5740698078560988e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,-1.2246467991500002e-18,-0.01,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.04903325,-0.2157463,9.85568325,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.574069807856296e+18,1.5740698078560988e+18,base_link,102000.0,226000.0,-368000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5740698246338673e+18,1.5740698246336164e+18,map,3.48849916458,-1.5205540657,1.61428022385,-0.00198492685945,-0.0257044444368,-0.241340872771,-0.970097894406,1.5740698078622367e+18,1.5740698078620908e+18,base_link,94243.0114746,0.0,1.5740698078622339e+18,1.5740698078620908e+18,base_link,42.95,0.0
146,1.574069812705047e+18,1.5740698127046807e+18,,16.3040008545,-2.43000006676,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.5740698080863962e+18,1.5740698080859827e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.042,-0.131,-0.092,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.08825985,-0.12748645,9.52225715,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.5740698080863887e+18,1.5740698080859827e+18,base_link,100000.0,228000.0,-367000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.574069824928369e+18,1.5740698249279775e+18,map,3.47226572037,-1.52985715866,1.60107052326,-0.00183926370393,-0.0377160203819,-0.241981154064,-0.969545893701,1.5740698081092849e+18,1.5740698081088161e+18,base_link,94239.6606445,0.0,1.5740698081092216e+18,1.5740698081088161e+18,base_link,42.95,0.0
147,1.5740698130344404e+18,1.5740698130342879e+18,,16.3040008545,-2.45000004768,,,,0.990000009537,2.0,0.0,0.0,1.0,id0,,1.5740698083385083e+18,1.57406980833825e+18,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.018,-0.183,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.1765197,-0.0392266,9.4536106,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08,1.5740698083384794e+18,1.57406980833825e+18,base_link,96000.0,223000.0,-359000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5740698251716495e+18,1.574069825171536e+18,map,3.42885303497,-1.57568597794,1.57508230209,-0.00228231419907,-0.0403643872174,-0.246565958222,-0.968282363535,1.57406980834272e+18,1.5740698083424914e+18,base_link,94240.6311035,0.0,1.5740698083427154e+18,1.5740698083424914e+18,base_link,42.95,0.0
